invoice_no,vendor_name,job_no,job_description,project_manager_name,invoice_date,transaction_date,invoice_amount,amount_paid,total_due,retainage_amount,open_for_aging,days_outstanding,aging_bucket,original_retainage_amount
1856999,Travelers,,,,2019-08-21,2019-08-21,6953.94,13907.88,-6953.94,0.0,0.0,2332,90+,0.0
186342,"Buehler Engineering, Inc",,,,2024-09-10,2024-09-10,3128.0,31280.0,-28152.0,0.0,0.0,485,90+,0.0
18653,Weidner Architectural Signage,3557.0,PAMF 701 Signage Lighting,Justin KleinSmid,2024-02-26,2024-02-26,2145.7,2145.7000000000003,-4.547473508864641e-13,0.0,0.0,682,90+,214.57
186611,"Buehler Engineering, Inc",,,,2024-10-01,2024-10-01,12512.0,125120.0,-112608.0,0.0,0.0,464,90+,0.0
1873362,Travelers,,,,2019-09-06,2019-09-06,7177.24,14354.480000000001,-7177.240000000002,0.0,0.0,2316,90+,0.0
18876,"Ray Scheidts Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2025-01-06,2025-01-06,8241.72,7417.55,824.1699999999992,824.169999999999,824.1699999999992,367,90+,824.17
1887686,Travelers,,,,2019-09-18,2019-09-18,6985.67,13971.34,-6985.67,0.0,0.0,2304,90+,0.0
18921,"Bay Print Solutions, Inc.",,,,2020-11-30,2020-11-30,424.9,849.8,-424.9,0.0,0.0,1865,90+,0.0
1903926,Travelers,,,,2019-10-02,2019-10-02,8322.56,16645.12,-8322.56,0.0,0.0,2290,90+,0.0
190704-1,"Walschon Fire Protection, Inc.",1517.0,DH Radiology Remodel - CT1&2,Rodney Terra,2022-05-31,2022-05-31,6291.51,6291.509999999999,9.094947017729282e-13,1.2505552149377763e-12,9.094947017729282e-13,1318,90+,629.15
191001,"Central Valley Casework, Inc.",1837.0,1341 Meridian Breakroom,Rodney Terra,2018-10-17,2018-10-17,1922.1,1922.1000000000001,-2.2737367544323206e-13,0.0,0.0,2640,90+,192.21
191011,"Central Valley Casework, Inc.",1721.0,1333 Meridian Dental Waiting,Rodney Terra,2018-11-14,2018-11-14,4909.8,4909.799999999999,9.094947017729282e-13,4.547473508864641e-13,9.094947017729282e-13,2612,90+,490.98
191013,"Central Valley Casework, Inc.",1721.0,1333 Meridian Dental Waiting,Rodney Terra,2019-04-17,2019-04-17,11224.6,11224.599999999999,1.8189894035458565e-12,9.094947017729282e-13,1.8189894035458565e-12,2458,90+,1122.46
191014,"Central Valley Casework, Inc.",1721.0,1333 Meridian Dental Waiting,Rodney Terra,2019-05-15,2019-05-15,19639.2,19639.199999999997,3.637978807091713e-12,1.8189894035458565e-12,3.637978807091713e-12,2430,90+,1963.92
191187,"Concrete Ready Mix, Inc.",3725.0,SH Fremont MRI & CT Replacem,Jennifer Angelo,2025-10-03,2025-10-03,982.58,1965.16,-982.58,0.0,0.0,97,90+,0.0
1919587,Travelers,,,,2019-10-15,2019-10-15,8176.98,16353.96,-8176.98,0.0,0.0,2277,90+,0.0
192111,"Central Valley Casework, Inc.",2278.0,1300 Crane - 1st flr Ped Refre,Jennifer Angelo,2019-08-14,2019-08-14,56392.2,56392.200000000004,-7.275957614183426e-12,0.0,0.0,2339,90+,5639.22
1935589,Travelers,,,,2019-10-31,2019-10-31,9012.08,18024.16,-9012.08,0.0,0.0,2261,90+,0.0
1945524859,"Office Depot, Inc.",1.0,CA Overhead / Office Admin,G&A,2016-06-09,2016-06-09,289.24,867.72,-578.48,0.0,0.0,3500,90+,0.0
19460,"Bay Print Solutions, Inc.",,,,2020-12-29,2020-12-29,227.92,455.84000000000003,-227.92000000000004,0.0,0.0,1836,90+,0.0
1950377,Travelers,,,,2019-11-13,2019-11-13,8563.21,17126.42,-8563.21,0.0,0.0,2248,90+,0.0
195274847,Uline,4029.0,SH 4000 Dublin 3rd Fl Infusion,Jennifer Angelo,2025-07-14,2025-07-14,5047.11,10094.220000000001,-5047.1100000000015,0.0,0.0,178,90+,0.0
1965917,Travelers,,,,2019-11-27,2019-11-27,7602.89,15205.779999999999,-7602.8899999999985,0.0,0.0,2234,90+,0.0
1967,"SBI Interiors, Inc.",1758.0,SCU STEM Garage,Rodney Terra,2019-02-14,2019-02-14,10567.13,10567.130000000001,-1.8189894035458565e-12,0.0,0.0,2520,90+,1056.71
197864360,"Alcal Specialty Contracting, I",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2023-11-20,2024-01-01,3595.0,3235.5,359.5,359.5,359.5,738,90+,359.5
198482458,"Alcal Specialty Contracting, I",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-09-20,2024-09-20,3595.0,3235.5,359.5,359.5,359.5,475,90+,359.5
198518487,"Alcal Specialty Contracting, I",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-10-02,2024-10-02,5183.99,4665.59,518.3999999999996,518.4,518.3999999999996,463,90+,518.4
198896059,"Alcal Specialty Contracting, I",3505.0,MMH ED & Radiology Remodel,Rodney Terra,2025-04-18,2025-04-18,1527.0,1374.3,152.70000000000005,152.7,152.70000000000005,265,90+,152.7
199035275,"Alcal Specialty Contracting, I",3505.0,MMH ED & Radiology Remodel,Rodney Terra,2025-06-20,2025-06-20,6510.0,5859.0,651.0,651.0,651.0,202,90+,651.0
199372842-M,"Alcal Specialty Contracting, I",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2025-11-20,2025-11-20,15834.01,14250.61,1583.3999999999996,1583.4,1583.3999999999996,49,31-60,1583.4
19945,"Bay Print Solutions, Inc.",,,,2021-01-25,2021-01-25,281.11,562.22,-281.11,0.0,0.0,1809,90+,0.0
1998831,Travelers,,,,2019-12-26,2019-12-26,8419.35,16838.7,-8419.35,0.0,0.0,2205,90+,0.0
1FTEX1KP2RKE,Price Ford of Simi Valley,,,,2024-09-23,2024-09-23,45223.82,90009.42,-44785.6,0.0,0.0,472,90+,0.0
1st Qtr,Department of the Treasury,1.0,CA Overhead / Office Admin,G&A,2019-04-07,2019-04-07,76544.0,153088.0,-76544.0,0.0,0.0,2468,90+,0.0
20003 1220,"Central Coast Systems, Inc.",2239.0,Elevator Modernization,Kathy Roth,2020-12-07,2020-12-07,2539.93,2539.9300000000003,-4.547473508864641e-13,0.0,0.0,1858,90+,253.99
20003-0321,"Central Coast Systems, Inc.",2239.0,Elevator Modernization,Kathy Roth,2021-03-10,2021-03-10,1446.07,1446.0700000000002,-2.2737367544323206e-13,0.0,0.0,1765,90+,144.61
20008-0520,"Central Coast Systems, Inc.",2240.0,Pharmacy USP797/800,Kathy Roth,2020-05-11,2020-05-11,4835.94,4835.9400000000005,-9.094947017729282e-13,0.0,0.0,2068,90+,483.59
2001,"SBI Interiors, Inc.",1713.0,PAMF 87 Encina Cardiology,Josh Angelo,2019-03-18,2019-03-18,20183.6,20183.600000000002,-3.637978807091713e-12,0.0,0.0,2488,90+,2018.36
2003548,CoPower One,,,,2020-03-09,2020-03-09,2457.0,9828.0,-7371.0,0.0,0.0,2131,90+,0.0
20057,MISCELLANEOUS VENDOR,4107.0,SJMC IT Infrastructure Refresh,Daniel Acosta,2025-12-19,2025-12-19,47.98,0.0,47.98,0.0,47.98,20,0-30,0.0
200579655934,Dell Computers,1.0,CA Overhead / Office Admin,G&A,2017-05-05,2017-05-05,1039.17,1039.15,0.01999999999998181,0.0,0.01999999999998181,3170,90+,0.0
2010181,CoPower One,,,,2020-04-09,2020-04-30,2073.0,8292.0,-6219.0,0.0,0.0,2079,90+,0.0
2013-F150,Santa Clara Truck Wreckers,,,,2015-06-23,2015-06-23,4081.25,8162.5,-4081.25,0.0,0.0,3852,90+,0.0
2015,Tejon Ranch Corp.,,,,2015-04-30,2015-04-30,5000.0,10000.0,-5000.0,0.0,0.0,3906,90+,0.0
2015362,Travelers,,,,2020-01-09,2020-01-09,5614.69,11229.38,-5614.69,0.0,0.0,2191,90+,0.0
2015correctt,Ubiquity Retirement + Savings,1.0,CA Overhead / Office Admin,G&A,2016-01-20,2016-01-20,2076.87,4153.74,-2076.87,0.0,0.0,3641,90+,0.0
2016-1120,Department of the Treasury,1.0,CA Overhead / Office Admin,G&A,2017-04-13,2017-04-13,146862.0,293724.0,-146862.0,0.0,0.0,3192,90+,0.0
2016766,CoPower One,,,,2020-05-08,2020-05-08,2073.0,8292.0,-6219.0,0.0,0.0,2071,90+,0.0
2018-tax due,Franchise Tax Board,1.0,CA Overhead / Office Admin,G&A,2019-03-15,2019-03-15,53939.0,107878.0,-53939.0,0.0,0.0,2491,90+,0.0
2018452-2,Direct Line,1758.0,SCU STEM Garage,Rodney Terra,2018-10-18,2018-10-18,8197.53,8197.529999999999,1.8189894035458565e-12,1.8189894035458565e-12,1.8189894035458565e-12,2639,90+,819.75
202107091326,MISCELLANEOUS VENDOR,,,,2021-07-09,2021-07-09,210.0,255.0,-45.0,0.0,0.0,1644,90+,0.0
2022 Bonus,Payroll4Construction,,,,2022-12-15,2022-12-15,222558.49,445116.98000000004,-222558.49000000005,0.0,0.0,1120,90+,0.0
2022bonus,Zurich North America,,,,2022-12-19,2022-12-19,8335.81,16671.62,-8335.81,0.0,0.0,1116,90+,0.0
2023-Sergio,Bay Club Santa Clara,,,,2023-11-07,2023-11-07,283.93,567.86,-283.93,0.0,0.0,793,90+,0.0
2023389,CoPower One,,,,2020-06-08,2020-06-30,2073.0,8292.0,-6219.0,0.0,0.0,2018,90+,0.0
2024 - 35449,DMV,,,,2023-09-25,2023-09-25,433.29,866.58,-433.29,0.0,0.0,836,90+,0.0
2024 CGL,Pentarisk Insurance Services,,,,2024-03-01,2024-03-01,214264.52,214264.52000000002,-2.9103830456733704e-11,0.0,0.0,678,90+,0.0
2024 Dues,DO NOT USE,,,,2023-12-12,2023-12-12,6383.7,12767.4,-6383.7,0.0,0.0,758,90+,0.0
2024055632,ABC NorCal Training Trust,,,,2025-01-31,2025-01-31,119.34,418.04,-298.70000000000005,0.0,0.0,342,90+,0.0
2025,Bay Club Santa Clara,,,,2024-12-16,2024-12-16,9468.0,18936.0,-9468.0,0.0,0.0,388,90+,0.0
2026-1-13159,Pax8,,,,2026-01-01,2026-01-01,1335.83,0.0,1335.83,0.0,1335.83,7,0-30,0.0
2030251,CoPower One,,,,2020-07-31,2020-07-31,2119.0,8476.0,-6357.0,0.0,0.0,1987,90+,0.0
203085005-00,"United Rentals, Inc.",3145.0,RMC Kitchen Dish Room Flooring,Josh Angelo,2022-02-26,2022-02-26,790.1,1580.2,-790.1,0.0,0.0,1412,90+,0.0
2030867,Travelers,,,,2020-01-23,2020-01-23,7084.53,14169.06,-7084.53,0.0,0.0,2177,90+,0.0
203227469310,Safeway,,,,2025-12-18,2025-12-18,26.16,0.0,26.16,0.0,26.16,21,0-30,0.0
203305469310,Safeway,,,,2025-12-07,2025-12-07,49.01,0.0,49.01,0.0,49.01,32,31-60,0.0
2036897,CoPower One,,,,2020-08-31,2020-08-31,464.27,1857.08,-1392.81,0.0,0.0,1956,90+,0.0
20396348,Zanker Road Resource Mgt,,,,2019-06-01,2019-06-01,313.5,627.0,-313.5,0.0,0.0,2413,90+,0.0
203965562-00,"Office Depot, Inc.",,,,2021-10-07,2021-10-07,102.15,115.23,-13.079999999999998,0.0,0.0,1554,90+,0.0
2043497,CoPower One,,,,2020-09-30,2020-09-30,2119.0,8476.0,-6357.0,0.0,0.0,1926,90+,0.0
2044542,Travelers,,,,2020-02-07,2020-02-07,6276.04,12552.08,-6276.04,0.0,0.0,2162,90+,0.0
20455,"West-Com & TV, Inc.",4956.0,DH LDR Lights Room,Rodney Terra,2025-11-03,2025-11-03,3400.0,0.0,3400.0,0.0,3400.0,66,61-90,0.0
2050082,CoPower One,,,,2020-10-31,2020-10-31,2294.0,9176.0,-6882.0,0.0,0.0,1895,90+,0.0
2056715,CoPower One,,,,2020-11-30,2020-11-30,2208.0,8832.0,-6624.0,0.0,0.0,1865,90+,0.0
2059,M&M Electric Inc.,3505.0,MMH ED & Radiology Remodel,Rodney Terra,2024-05-30,2024-05-30,200000.0,180000.0,20000.0,20000.0,20000.0,588,90+,20000.0
20590,"Bay Print Solutions, Inc.",,,,2021-02-25,2021-02-25,319.06,638.12,-319.06,0.0,0.0,1778,90+,0.0
206.1080,Safeway,,,,2025-12-28,2025-12-28,123.65,0.0,123.65,0.0,123.65,11,0-30,0.0
2063252,CoPower One,,,,2020-12-08,2020-12-31,2080.0,8320.0,-6240.0,0.0,0.0,1834,90+,0.0
2069721,CoPower One,,,,2021-01-08,2021-01-08,2080.0,8320.0,-6240.0,0.0,0.0,1826,90+,0.0
20738,JBC Quality Painting,1070.0,SCU Bannan Labs 404,Michael Fernandes,2015-12-04,2015-12-04,9500.0,19000.0,-9500.0,0.0,0.0,3688,90+,0.0
2076246,Amazon.com,,,,2023-06-15,2023-06-15,56.96,56.959999999999994,7.105427357601002e-15,0.0,7.105427357601002e-15,938,90+,0.0
2076413,CoPower One,,,,2021-02-08,2021-02-28,1988.0,7952.0,-5964.0,0.0,0.0,1775,90+,0.0
2082,M&M Electric Inc.,3505.0,MMH ED & Radiology Remodel,Rodney Terra,2024-10-02,2024-10-02,220000.0,198000.0,22000.0,22000.0,22000.0,463,90+,22000.0
2082977,CoPower One,,,,2021-03-08,2021-03-31,2034.0,8136.0,-6102.0,0.0,0.0,1744,90+,0.0
208821164-00,"United Rentals, Inc.",3314.0,LPCH 1307 EVS Lockers D/B,Kathy Roth,2022-08-09,2022-08-09,3552.71,6011.9400000000005,-2459.2300000000005,0.0,0.0,1248,90+,0.0
208898949-00,"United Rentals, Inc.",2999.0,ECH LG Nuc Med Equipment Repla,Doris Quai Hoi,2022-08-10,2022-08-30,647.22,1129.3200000000002,-482.10000000000014,0.0,0.0,1227,90+,0.0
2089492,CoPower One,,,,2021-04-08,2021-04-08,2034.0,8136.0,-6102.0,0.0,0.0,1736,90+,0.0
2095883,CoPower One,,,,2021-05-10,2021-05-10,2034.0,8136.0,-6102.0,0.0,0.0,1704,90+,0.0
2096219,Amazon.com,,,,2026-01-06,2026-01-06,147.01,0.0,147.01,0.0,147.01,2,0-30,0.0
2097049,Travelers,,,,2020-03-18,2020-03-18,5976.88,11953.76,-5976.88,0.0,0.0,2122,90+,0.0
21-057-1,"Expert Drywall Systems, Inc.",3000.0,ECHLG OR SPD,Doris Quai Hoi,2022-01-31,2022-01-31,2616.8,2616.7999999999997,4.547473508864641e-13,6.252776074688882e-13,4.547473508864641e-13,1438,90+,261.68
21-089-11,"Expert Drywall Systems, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2025-01-31,2025-01-31,79975.95,79975.95000000001,-1.4551915228366852e-11,0.0,0.0,342,90+,7997.6
21-089-7,"Expert Drywall Systems, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-09-30,2024-09-30,11338.95,11338.949999999999,1.8189894035458565e-12,2.2737367544323206e-12,1.8189894035458565e-12,465,90+,1133.9
21-090-3,"Expert Drywall Systems, Inc.",3345.0,SLRH Joint Comm. 7 Auto Doors,Kathy Roth,2024-03-31,2024-03-31,2016.6,2016.6000000000001,-2.2737367544323206e-13,0.0,0.0,648,90+,201.66
2101,"Peterson Roofing Co.,Inc.",4029.0,SH 4000 Dublin 3rd Fl Infusion,Jennifer Angelo,2025-10-03,2025-10-03,21787.0,19608.3,2178.7000000000007,2178.7,2178.7000000000007,97,90+,2178.7
2102001,Cal Coast Telecom,2885.0,MHS Non-OSHPD IT Refresh,Justin KleinSmid,2021-02-22,2021-02-22,22097.92,22097.920000000002,-3.637978807091713e-12,0.0,0.0,1781,90+,2209.79
2102207,CoPower One,,,,2021-06-08,2021-06-08,2296.0,9184.0,-6888.0,0.0,0.0,1675,90+,0.0
2108516,CoPower One,,,,2021-07-08,2021-07-08,2165.0,8660.0,-6495.0,0.0,0.0,1645,90+,0.0
2110101,Cal Coast Telecom,2940.0,Mercy San Juan Non-OSHPD IT Re,Justin KleinSmid,2021-06-23,2021-06-23,91336.52,91336.51999999999,1.4551915228366852e-11,2.000888343900442e-11,1.4551915228366852e-11,1660,90+,9133.65
21101012,Cal Coast Telecom,2940.0,Mercy San Juan Non-OSHPD IT Re,Justin KleinSmid,2022-07-21,2022-07-21,29313.42,29313.420000000002,-3.637978807091713e-12,0.0,0.0,1267,90+,2931.34
2111310,Travelers,,,,2020-04-02,2020-04-02,6207.97,12415.94,-6207.97,0.0,0.0,2107,90+,0.0
211343a,"Central Valley Casework, Inc.",2635.0,DH East Cliff Drive Wellness C,Rodney Terra,2021-06-23,2021-06-23,20704.4,20704.399999999998,3.637978807091713e-12,5.002220859751105e-12,3.637978807091713e-12,1660,90+,2070.44
2114829,CoPower One,,,,2021-08-09,2021-08-09,2165.0,8660.0,-6495.0,0.0,0.0,1613,90+,0.0
21150,Prime Electric,3725.0,SH Fremont MRI & CT Replacem,Jennifer Angelo,2025-05-30,2025-05-30,15830.0,14247.0,1583.0,1583.0,1583.0,223,90+,1583.0
21171,"Bay Print Solutions, Inc.",,,,2021-03-25,2021-03-25,338.12,676.24,-338.12,0.0,0.0,1750,90+,0.0
21175,MISCELLANEOUS VENDOR,4348.0,SCU Adobe (Kitchen) Remodel,Doris Quai Hoi,2025-12-22,2025-12-22,195.0,0.0,195.0,0.0,195.0,17,0-30,0.0
21194,"Cline Glass Contractors, Inc.",3725.0,SH Fremont MRI & CT Replacem,Jennifer Angelo,2025-05-14,2025-05-14,1628.0,1465.0,163.0,163.0,163.0,239,90+,163.0
2121271,CoPower One,,,,2021-10-01,2021-10-01,2257.0,9028.0,-6771.0,0.0,0.0,1560,90+,0.0
2123,M&M Electric Inc.,4775.0,DH FA Area Detection Part B,Rodney Terra,2025-09-03,2025-09-03,150000.0,135000.0,15000.0,15000.0,15000.0,127,90+,15000.0
2125,M&M Electric Inc.,4488.0,DH PBX Relocation & New Comp,Pedro Becerra,2025-09-03,2025-09-03,28000.0,25200.0,2800.0,2800.0,2800.0,127,90+,2800.0
212530125-00,"United Rentals, Inc.",3681.0,SCU Electrical Enclosure Const,Doris Quai Hoi,2022-11-23,2022-11-23,471.66,2358.3,-1886.64,0.0,0.0,1142,90+,0.0
2126972,Travelers,,,,2020-04-14,2020-04-14,6195.8,12391.6,-6195.8,0.0,0.0,2095,90+,0.0
2127609,CoPower One,,,,2021-10-08,2021-10-08,2073.0,8292.0,-6219.0,0.0,0.0,1553,90+,0.0
2131,M&M Electric Inc.,5198.0,SMSC Parking Lot Light Trblesh,Rodney Terra,2025-11-07,2025-11-07,4650.0,0.0,4650.0,0.0,4650.0,62,61-90,0.0
2132,M&M Electric Inc.,5202.0,SMSC Breaker Overload/Break Re,Rodney Terra,2025-11-07,2025-11-07,410.0,0.0,410.0,0.0,410.0,62,61-90,0.0
21325,"Cline Glass Contractors, Inc.",4029.0,SH 4000 Dublin 3rd Fl Infusion,Jennifer Angelo,2025-10-06,2025-10-06,10563.0,9506.7,1056.2999999999993,1056.3,1056.2999999999993,94,90+,1056.3
21336,"Cline Glass Contractors, Inc.",3725.0,SH Fremont MRI & CT Replacem,Jennifer Angelo,2025-10-20,2025-10-20,12650.0,11385.0,1265.0,1265.0,1265.0,80,61-90,1265.0
2133937,CoPower One,,,,2021-11-08,2021-12-01,2119.0,8476.0,-6357.0,0.0,0.0,1499,90+,0.0
2134,M&M Electric Inc.,4311.0,SMSC OR Flr & Cabinet Replacem,Rodney Terra,2025-11-07,2025-11-07,45000.0,40500.0,4500.0,4500.0,4500.0,62,61-90,4500.0
2135,M&M Electric Inc.,3505.0,MMH ED & Radiology Remodel,Rodney Terra,2025-11-07,2025-11-07,80000.0,72000.0,8000.0,8000.0,8000.0,62,61-90,8000.0
21360,"Cline Glass Contractors, Inc.",3468.0,SH 4050 Dublin-Generator,Jennifer Angelo,2025-11-24,2025-11-24,2520.0,0.0,2520.0,252.0,2520.0,45,31-60,252.0
21370,"Cline Glass Contractors, Inc.",4975.0,SVMH Angio Equipment,Kathy Roth,2025-12-10,2025-12-10,14497.0,13047.3,1449.7000000000007,1449.7,1449.7000000000007,29,0-30,1449.7
21374,"Cline Glass Contractors, Inc.",4907.0,IHC 1118 Meridian SkylightSeal,Kathy Roth,2025-12-09,2025-12-09,1730.0,0.0,1730.0,86.5,1730.0,30,0-30,86.5
21387,"Cline Glass Contractors, Inc.",3725.0,SH Fremont MRI & CT Replacem,Jennifer Angelo,2025-12-15,2025-12-15,7668.0,0.0,7668.0,766.8,7668.0,24,0-30,766.8
2140254,CoPower One,,,,2021-12-08,2021-12-08,2119.0,8476.0,-6357.0,0.0,0.0,1492,90+,0.0
2143336,Travelers,,,,2020-05-01,2020-05-01,4751.61,9503.220000000001,-4751.6100000000015,0.0,0.0,2078,90+,0.0
2146657,CoPower One,,,,2022-01-10,2022-02-01,2291.0,9164.0,-6873.0,0.0,0.0,1437,90+,0.0
21481,Prime Electric,4164.0,SH 795 Locker Rms Convert Exam,Jennifer Angelo,2025-07-07,2025-07-07,13589.0,12230.1,1358.8999999999996,1358.9,1358.8999999999996,185,90+,1358.9
2152,"Del Monte Electric Co., Inc.",2135.0,LPCH Elevator Modernization,Kathy Roth,2022-11-16,2022-11-16,1910.9,1910.8999999999999,2.2737367544323206e-13,3.126388037344441e-13,2.2737367544323206e-13,1149,90+,191.09
2153003,CoPower One,,,,2022-02-09,2022-02-28,2169.0,8676.0,-6507.0,0.0,0.0,1410,90+,0.0
2159309,CoPower One,,,,2022-03-08,2022-04-01,2123.0,8492.0,-6369.0,0.0,0.0,1378,90+,0.0
2163513,Travelers,,,,2020-05-18,2020-05-18,3525.93,7051.86,-3525.93,0.0,0.0,2061,90+,0.0
21645,"Wm B Saleh Painting, Inc.",3995.0,SVMH CT Scanner & Nuc Med Equi,Pedro Becerra,2024-05-31,2024-05-31,756.87,756.8699999999999,1.1368683772161603e-13,1.7053025658242404e-13,1.1368683772161603e-13,587,90+,75.69
2165636,CoPower One,,,,2022-04-08,2022-05-01,2477.0,9908.0,-7431.0,0.0,0.0,1348,90+,0.0
21680,"Wm B Saleh Painting, Inc.",3505.0,MMH ED & Radiology Remodel,Rodney Terra,2024-06-30,2024-06-30,12534.3,11280.87,1253.4299999999985,1253.4299999999982,1253.4299999999985,557,90+,1253.43
21687,NewPath Landscape Services,1473.0,DH Healing Courtyards,Rodney Terra,2018-09-30,2018-09-30,52139.34,52139.340000000004,-7.275957614183426e-12,0.0,0.0,2657,90+,5213.93
2171891,CoPower One,,,,2022-05-09,2022-05-09,2149.0,8596.0,-6447.0,0.0,0.0,1340,90+,0.0
2174030,Travelers,,,,2020-05-27,2020-05-27,5002.99,10005.98,-5002.99,0.0,0.0,2052,90+,0.0
2175,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2018-11-29,2018-11-29,714.47,1428.94,-714.47,0.0,0.0,2597,90+,0.0
2175907,Granite Rock Company,3467.0,SH Fremont Bldg 1-Generator,Jennifer Angelo,2024-08-17,2024-08-17,6009.75,12019.5,-6009.75,0.0,0.0,509,90+,0.0
2178599,Granite Rock Company,4300.0,SVMH Permanent Bulk Oxygen Sup,Pedro Becerra,2024-08-31,2024-08-31,405.78,811.56,-405.78,0.0,0.0,495,90+,0.0
21820,"Wm B Saleh Painting, Inc.",3505.0,MMH ED & Radiology Remodel,Rodney Terra,2024-11-30,2024-11-30,2089.05,1880.14,208.91000000000008,208.91,208.91000000000008,404,90+,208.91
2182411,Granite Rock Company,,,,2024-09-21,2024-09-21,692.92,1385.8400000000001,-692.9200000000002,0.0,0.0,474,90+,0.0
21836,"Bay Print Solutions, Inc.",,,,2021-04-23,2021-04-23,287.93,575.86,-287.93,0.0,0.0,1721,90+,0.0
21838,"Wm B Saleh Painting, Inc.",3505.0,MMH ED & Radiology Remodel,Rodney Terra,2024-12-31,2024-12-31,2089.05,1880.14,208.91000000000008,208.91,208.91000000000008,373,90+,208.91
2184438,CoPower One,,,,2022-07-08,2022-08-01,2367.5,9470.0,-7102.5,0.0,0.0,1256,90+,0.0
2187179,CoPower One,,,,2022-06-08,2022-07-01,2540.0,10160.0,-7620.0,0.0,0.0,1287,90+,0.0
21898,"Wm B Saleh Painting, Inc.",4563.0,SVMH 212 San Jose 2nd Flr Ligh,Josh Angelo,2025-02-28,2025-02-28,10395.0,9875.25,519.75,519.75,519.75,314,90+,519.75
2190670,CoPower One,,,,2022-09-01,2022-09-01,2532.5,10130.0,-7597.5,0.0,0.0,1225,90+,0.0
21916,"Wm B Saleh Painting, Inc.",4563.0,SVMH 212 San Jose 2nd Flr Ligh,Josh Angelo,2025-03-31,2025-03-31,2598.75,2468.81,129.94000000000005,129.94,129.94000000000005,283,90+,129.94
2192849,Travelers,,,,2020-06-12,2020-06-12,4330.35,8660.699999999999,-4330.3499999999985,0.0,0.0,2036,90+,0.0
2196917,CoPower One,,,,2022-09-08,2022-10-01,2405.0,9620.0,-7215.0,0.0,0.0,1195,90+,0.0
21974,NewPath Landscape Services,1473.0,DH Healing Courtyards,Rodney Terra,2018-10-31,2018-10-31,202694.11,202694.11000000002,-2.9103830456733704e-11,0.0,0.0,2626,90+,20269.41
22-001-1,"Expert Drywall Systems, Inc.",3398.0,IHC Behavioral Health Services,Daniel Acosta,2023-03-31,2023-03-31,31548.3,31548.300000000003,-3.637978807091713e-12,0.0,0.0,1014,90+,3154.83
22-001-2,"Expert Drywall Systems, Inc.",3398.0,IHC Behavioral Health Services,Daniel Acosta,2023-05-31,2023-05-31,13520.7,13520.699999999999,1.8189894035458565e-12,2.0463630789890885e-12,1.8189894035458565e-12,953,90+,1352.07
22-001-3,"Expert Drywall Systems, Inc.",3398.0,IHC Behavioral Health Services,Daniel Acosta,2023-06-30,2023-06-30,31548.3,31548.300000000003,-3.637978807091713e-12,0.0,0.0,923,90+,3154.83
22-002-4,"Expert Drywall Systems, Inc.",3398.0,IHC Behavioral Health Services,Daniel Acosta,2023-07-31,2023-07-31,13520.7,13520.699999999999,1.8189894035458565e-12,2.0463630789890885e-12,1.8189894035458565e-12,892,90+,1352.07
22012,"Wm B Saleh Painting, Inc.",4563.0,SVMH 212 San Jose 2nd Flr Ligh,Josh Angelo,2025-05-31,2025-05-31,4331.25,4114.69,216.5600000000004,216.56,216.5600000000004,222,90+,216.56
2203178,CoPower One,,,,2022-10-10,2022-10-10,2405.0,9620.0,-7215.0,0.0,0.0,1186,90+,0.0
2206001,Cal Coast Telecom,1517.0,DH Radiology Remodel - CT1&2,Rodney Terra,2022-05-19,2022-05-19,13986.54,13986.539999999999,1.8189894035458565e-12,2.2737367544323206e-12,1.8189894035458565e-12,1330,90+,1398.65
2206002,Cal Coast Telecom,1517.0,DH Radiology Remodel - CT1&2,Rodney Terra,2022-08-15,2022-08-15,1554.06,1554.0600000000002,-2.2737367544323206e-13,0.0,0.0,1242,90+,155.41
2206004,Cal Coast Telecom,1517.0,DH Radiology Remodel - CT1&2,Rodney Terra,2023-02-17,2023-12-31,0.0,-532.88,532.88,0.0,532.88,739,90+,0.0
2208355,Travelers,,,,2020-06-26,2020-06-26,6206.32,12412.640000000001,-6206.3200000000015,0.0,0.0,2022,90+,0.0
2208401,Cal Coast Telecom,3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2025-01-31,2025-01-31,4998.75,4498.87,499.8800000000001,499.88,499.8800000000001,342,90+,499.88
2208402,Cal Coast Telecom,3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2025-02-21,2025-02-21,36233.55,32610.19,3623.360000000004,3623.36,3623.360000000004,321,90+,3623.36
2208403,Cal Coast Telecom,3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2025-04-30,2025-04-30,4473.7,4026.33,447.3699999999999,447.37,447.3699999999999,253,90+,447.37
220883772-00,"United Rentals, Inc.",2135.0,LPCH Elevator Modernization,Kathy Roth,2023-06-25,2023-06-25,1566.25,2491.43,-925.1799999999998,0.0,0.0,928,90+,0.0
