Job_No,Job_Description,Billed_Revenue
2962,ECHLG OPS Accessory Brackets,1944.0
2963,ECHLG Broken Glass Replacement,1556.0
2964,ECHMV New Main PPE Mock Up,0.0
2966,DH OR #2 Light Replacement,68296.0
2967,LPCH 5122/4122 Staff Lounge Le,3673.0
2968,LPCH CVOR Study,120386.0
2969,Steris DH Decontamination Sink,2530.0
2970,GSH Hot Water Valve Replacemen,442850.0
2971,971 Oxford Drive,85481.31
2972,IHC 1333 Meridian Portable Res,3689.0
2973,ECHLG 360 Dardanelli Suite 2G,43818.0
2975,IHC 1333 Meridian COVID Freeze,36563.0
2977,ECHMV Park Pavilion ADA Improv,38459.0
2978,PAMF Fremont ASC Sterilizer Re,16892.0
2981,ECHMOB 1st Street Plexiglas Sh,4116.0
2982,DH UPS for Hybrid OR Philips E,178491.0
2986,ECHMV Melchor Suite 300 Finish,27823.0
2988,SLRH Drain Pipe Repair,2560.0
2990,ECHMV COVID Freezer Brackets,306.0
2992,SMSC 2907 Chanticleer Gas Seis,2839.0
2993,PAMF 3035 N Main Gas Seismi,2724.0
2996,DH Pre-Admissions Ceiling Repa,1252.0
2997,ECH LG Cath Lab Equip. Replcmn,1960415.0
2999,ECH LG Nuc Med Equipment Repla,1335617.39
3000,ECHLG OR SPD,1375783.0
3003,ECHMV Chem Line Replacement,751999.05
3006,ECHMV Christmas Supply Storage,2877.0
3008,IHC Wellness Balcony Tile Repl,3104.0
3009,ECHMV 2500 Hospital Dr Bldg 15,7833.0
3010,Fremont Hosp 3rd Floor Shower,53985.0
3014,ECHMV PPE Caddy Installation,7640.0
3015,PAMF Clark Sports Med Xray Rep,478310.0
3016,ECHLG FDO Move to Ste. 3,2142.0
3018,ECHLG Bead Blast Dish Wash Roo,5374.0
3019,PAMF Dublin Convert Rooms 1013,268091.57
3021,"ECHMV 2500 Hospital Dr Bldg 1,",30058.0
3023,ECHMV MV Timeclock Badge Reade,6977.0
3026,PAMF 2021 Permit Fees,12092.06
3028,UHA 2021 Permit Fees,1936.9
3030,ECHMV Sobrato Ste 550 Rated Dr,2765.0
3032,DH Helipad Swing Gates,18810.0
3033,IHC 1118 Meridian Feasibility,13137.0
3034,LPCH Door Devices,79950.0
3037,ECHMV Melchor Ste. 106 TI,25325.0
3038,SLRH PT Door,3673.0
3039,ECHMV IS Conference Scheduler,11352.0
3040,ECHLG L&D OR Light Replacement,77899.5
3041,PAMF 2200 Soquel Gas Earthquak,3935.0
3043,PAMF 2907 Chanticleer & 3035 M,1962.0
3044,LPCH 770 Welch Ste 250 Badge R,38048.0
3045,DH Locker Relocation & Install,1095.0
3046,ECHMV Melchor Ste 106 Sound Is,9098.0
3047,ECHMV Cancer Center Accessorie,1984.0
3048,ECHMV Outpatient Pharmacy Shar,567.0
3049,ECHLG PACU Floor Base Replacem,20097.0
3051,SCU Code Blue Phone Installati,29000.0
3052,ECHLG Sleep Room Wall,4133.0
3053,DH OR #6 Electrical Panel Repl,261271.0
3055,ECHMV CS Medical Tee Probe Cab,4725.0
3056,DH DECC Exhausts,1190.0
3057,DH COVID Freezer Anchoring,2046.0
3058,Neuralink Steris Harmony iQ280,20000.0
3061,ECHLG ADA Ramp Repairs Near M,4544.0
3062,LPCH 2021 Data & Electrical Ou,22237.0
3063,DH Cath Lab 1 Remodel,1106362.0
3064,ECHLG Kitchen Misc. Tasks,16794.0
3066,ECHMV Taube Patient Toilet Roo,5325.0
3069,DH Dietary Food/Nutrition HVAC,273.0
3072,LPCH Leak 4228/3228 Repairs,411786.47
3075,ECHLG Endo Soiled Utility Dama,1564.0
3076,ECH LG ED Doctor Sleep Room,1309.0
3077,ECHLG ED Plexi Glass,3975.0
3078,ECHLG Cancer Center T-Bar Ceil,407.0
3079,ECHLG Cancer Center Storage Ra,1083.0
3080,ECHLG OPS Cabinet,1227.0
3081,ECHLG PPI Bathroom Stall,1057.0
3082,ECHLG Lobby Restroom Coat Hook,654.0
3084,LPCH Room 3224 Conversion,2711.0
3087,ECHMV Engineering Recycling As,1313.0
3088,ECHMV 2B Staff Locker Expansio,2582.0
3089,ECHMV ED Locker Room Mirror,903.0
3090,DH (3) Lab Freezers,91676.0
3091,Steris ECHMV SPD Cart Washer R,14000.0
3092,PAMF 701 3rd Floor Storage Roo,45779.0
3093,PAMF 795 Clark Derm Procedure,29769.0
3094,DH Walking with Jesus,1189.0
3096,DH X-Ray 2 Equipment Removal &,26558.0
3097,ECHMV Park Grnd Flr Itinerary,460.0
3099,ECHMV Bistro Back Splash,2871.0
3100,ECHLG Ceiling Tile Replacement,630.0
3101,ECHLG PACU Grommet Install,407.0
3103,RMC HIM & Finance Office Make,0.0
3104,DH Basement Safety Shower Re-s,671.0
3105,ECHMV Dishwasher Replacement S,9468.0
3106,ECHMV I.C Nutrition Services F,4278.0
3107,ECHMV I.C Park Pavilion Floori,4438.0
3109,RMC Hill-Rom Nurse Call Instal,1980436.99
3110,PAMF 701 MVC OR 3 Surgical Lig,48252.0
3112,PAMF 2980 El Rancho Dr - Scott,2500.0
3113,IHC 1118 Meridian Site/Infrast,1171644.0
3114,PAMF 7600 OD Ct. Truncated Dom,6000.0
3117,ECHMV Bldg 15 Ste 1 & 2 Restro,5575.0
3120,LPCH Main Kitchen Rebalance,24120.0
3124,ECHMV Womens Hosp I.C & Pipe F,1488.0
3125,ECHLG Imaging Chair Rail & Cor,2051.0
3126,DH R/R Concrete Bollard,2618.0
3129,CMT LG Surgical Ctr Nitrogen O,3092.0
3130,ECHMV ED Paramedics Lockers,2599.0
3131,ECHLG PPI Replacement Pool Han,2705.0
3132,ECHMV Taube Anti-Slip Tape Mai,616.0
3133,SLRH SPD Wall Repair,1943.0
3137,DH DECC Casework and Sink Add,25846.0
3138,DH OR 4 Ceiling Light Troubles,922.0
3140,LPCH West OR Light Lens Covers,45360.0
3141,Imaging Main Entrance Door Gla,1863.0
3142,Main Breaker Replacement,7631.0
3144,Emergency Parking Lot Sewer Li,79624.0
3145,RMC Kitchen Dish Room Flooring,1863988.83
3146,SSG SCU Abby Sobrato Mall Boll,49220.0
3147,PAMF 3140 Fremont - Pharmacy -,34000.0
3148,OR Neptune Anchorage,2029.0
3150,DH Temporary Chiller Anchorage,576.0
3151,Wellness Center & Meridian Bar,1983.0
3152,NM Lab Refrigerator Anchoring,7467.0
3153,Kitchen Blast Chiller Install,3554.0
3154,ECHLG Heat Curtain Hooks,1605.0
3155,PAMF 2980 El Rancho Dr. Ventin,17198.0
3159,ECHMV Melchor Ste 106 Cabinet,3024.0
3163,IHC 1118 Meridian Sidewalk Rep,577.0
3164,ECHMV Women's Hosp Temp Entran,30806.0
3168,AZ GEN Hospitals IT Refresh,3190476.0
3170,ECHLG Chair Rail L&D Nurse Lou,1165.0
3171,ECHLG OR Floor Repairs,23769.0
3172,LPCH PCU 374 Leak,86554.71
3173,ECHLG Main Hospital TV Replace,22156.0
3175,ECHMV Receiving Office Locatio,8820.0
3176,DH Oak Courtyard Tree Replacem,2359.0
3177,DH Hematology Analyzer,75921.0
3178,ABH IT Room Cooling Upgrade,116776.0
3179,SMSC Sanitary Sewer Floor Sink,1764.0
3180,ECHLG Med-Surg Storage Closet,3571.0
3182,DH Infusion Ctr Clean Rm Light,4190.0
3183,DH DECC Exhaust Fan,7551.0
3184,ECHMV WH Expansion Shelving An,3179.0
3185,ECHLG Pathology Remodel Ceilin,3229.0
3186,DH ED Reading Rm X-Ray Reading,4335.0
3187,LPCH West Steam Leak IFC,4812.0
3190,ECHLG Lobby Sewer Clean Out Ad,5321.0
3194,ECHMV Patch and Paint 2A307,2937.0
3198,ECHMV 4A Nourishment Wall Moun,2973.0
3199,ECHMV CM Rm Lifted Vinyl Plank,435.0
3200,ECHMV Willow Cath Lab Rm Set U,851.0
3201,ECHLG Nurse Lounge PC Brackets,1071.0
3202,ECHMV Imaging Inpatient Lock S,1333.0
3203,IHC 1333 Meridian OP 8 Sink,673.0
3204,ECHMV Lot 1B Physician Parking,9843.0
3205,LPCH Room 4010 Leak,168267.04
3208,ECHLG Endo Casework Modificati,15485.25
3209,SLRH Janitor Closet Demo Ceili,2667.0
3210,SLRH Janitor Closet Ceiling Re,3740.0
3217,ECHMV Outdoor Pipe Repair,22672.0
3220,SMSC Replace Blow Down Tank,56267.0
3222,ECHMV CT Mobile Trailer Site W,160258.0
3223,ECHLG 777 Knowles Dr. Sewer Li,61177.0
3225,ECHMOB 19600 Vallco Pkwy #170,9451.0
3226,ECHMOB 1150 W El Camino Real I,8536.0
3229,ECHMV Pyxis Relocation 3B313,3999.0
3230,ECHMV New Main Gift Shop Modif,24943.0
3231,ECHMV New Main Front Lobby Mis,1833.0
3232,ECHLG Gift Shop Casework Modif,1148.0
3233,ECHLG Ortho Rm 1004 Modificati,1564.0
3236,LPCH Corian Attic Stock,12533.0
3238,IHC 1118 Design Assist,6500.0
3239,LPCH West 2nd Floor Leak,88003.22
3240,PAMF 701 MVC Replace Cabinet,6507.0
3242,SLRH Kitchen Tile,4984.0
3244,DH Pharmacy Phone Wall Patches,454.0
3246,DH Entry Water Leak,5084.0
3247,LPCH Main 5218/4218 Leak,399329.02
3250,ECHMV Sobrato Suite #650 Paint,2436.0
3251,ECHMV IMOB Add New Compressor,15545.0
3252,DH Foundation Door,0.0
3253,ECHMV Pharmacy Investigations,562.0
3254,ECHMV Mother Baby Dr Sleep Rm,2478.0
3255,ECHLG Mammogram Rm Acrovyn,3719.0
3256,ECHLG OR Wall Repairs,1219.0
3257,ECHLG NICU Wall Accessory Mod.,3825.0
3258,ECHMV Ground Flr Homeless Medi,2252.0
3259,ECHMV Clinical Engineering ED,435.0
3264,ECHLG Rehab Bldg Nurse Call Sy,34651.0
3265,ECHLG OR Lockers,6977.0
3266,ECHMV 125 South Dr Misc Assist,20675.0
3267,ECHMV Sobrato 1F746 Patch & Pa,788.0
3268,ECHMV New Main 1C32/1C224 WO #,1632.0
3269,SMSC Fire Water PIV Repair,1972.0
3271,ECHLG Mobile MRI Trailer Med G,182101.0
3273,LPCH 730 Welch Scupper Extensi,10526.0
3274,DH Mobile MRI Trailer Installa,29746.5
3278,MV Removal of Pyxis Old Main,1581.0
3279,MV YMCA Outdoor Concrete Repai,906.0
3280,MV Willow Lockers Mofications,1521.0
3281,ECHLG Outdoor Fence Repair,909.0
3282,ECHLG Education Office Modific,8196.0
3283,PAMF 2581 Samaritan Dr. Steri,10324.0
3287,DH (7) Nurse Station Monitors,87611.0
3288,DH Room 1130 Wall/Outlet Repai,2108.0
3289,PAMF 401 Sunnyvale MRI Permit,1159.0
3292,SLRH R/R ED Temp Walls,4111.0
3293,ECHLG Dardanelli 320 Ste 16,8218.5
3299,DH Wall Patch/Electrical PreAd,1503.0
3300,DH Painting Foundation Office,2466.0
3301,DH Painting Old Gift Shop,9821.0
3303,DH Cath Lab Waste Lines,31075.0
3306,SHC ERCP Rms 4 & 5 Upgrade,2469453.99
3308,LPCH TSO in G401 Storage,15908.0
3309,Fremont Joint Commission Repai,44629.0
3310,ECHMV 1 C Admin Conference RM,11423.0
3311,ECHMV Old Main Counter Removal,3701.0
3312,DH Admin Office Paint,2767.0
3314,LPCH 1307 EVS Lockers D/B,261824.0
3319,ECHLG Minor Ext. Staircase Rep,950.0
3320,DH Wellness Center 2nd Floor,65054.01
3322,ECHLG Main Miscellaneous,4746.0
3323,DH AHU 6 Roof Leak,4036.0
3324,ECHMV Orchard Infection Ctrl,774.0
3328,JRP 1665 Dominican Way 220/224,63392.0
3331,ECHMV Remove (E) Bio Safety H,26133.0
3332,ECHLG Replace Leaking Galv Plu,8650.0
3333,DH DECC Building Painting,17299.0
3334,ECHMV Recycling Assistance,1222.0
3336,5 Light Bollard Bases,113.84
3337,ECHMV Neptune Docking Station,10102.0
3338,LPCH 3604 Leak Remediation,169008.34
3340,ECHLG Engineering Punchlist #3,7364.0
3341,SLRH Replace Kitchen Tiles,4540.0
3342,SLRH CT Scan Replacement,2379872.0
3344,SLRH Joint Commission T.I.,512885.98
3345,SLRH Joint Comm. 7 Auto Doors,310431.0
3346,SLRH Sterilizer Replacement,259789.99
3347,RMC Emergency Dept Rm 1069 Cei,8986.0
3348,PAMF 701 - 1SW130 CT Replaceme,576434.96
3349,PAMF 701 1SW106 eCam Replaceme,410717.07
3350,PAMF 401 Old SF Phototherapy,87076.0
3351,ECHLG Emergency Dept Accordion,37404.0
3352,ECHLG Emergency Dept New TV Ba,18432.0
3353,DH OR 1 Negative Air Indicator,1434.0
3354,DH DECC Fire Alarm,1564.0
3357,LPCH 730 Welch Leak,7677.0
3358,ECHMV WO# 638144 Removal of Sc,11205.0
3359,SMSC 2900 Chanticleer Med Gas,141365.0
3360,SLRH VCT Tile Patch,2406.0
3361,ECHMV Removal of Lab Eqt Seism,3109.0
3362,SLRH Pharmacy Upgrades,3004753.23
3363,ECHMV WO# 643719 3B Central Mo,575.0
3364,ECHMV 2A308/309 OR Floor Repla,13216.0
3365,DH Re-Roof Packages,278872.0
3366,ECHLG New Lockers for MCH Wmn,19304.0
3367,LPCH 750 Welch Window Repairs,7259.0
3368,DH GEN1 Room Concrete Spalling,8270.0
3369,GSH Security Fence & Air Curta,104593.0
3370,ECHMV Park 2nd Floor Gym Eqt,435.0
3371,ECHMV MAC #623067 Install 3 Ta,859.0
3372,IHC 1333 Restroom Exhaust Fan,4116.0
3374,DH Pharmacy Water Damage IC,57795.0
3378,ECHLG Blood Gas Lab Casework &,11821.0
3379,ECHLG 2nd Floor OR Stairway Do,11149.0
3380,PAMF 7600 Old Dom. Ct Trunc Do,15450.0
3381,SMSC Concrete at Loading Dock,17250.0
3385,LPCH 750/770 Welch Wheel Stops,3696.0
3386,LPCH 3514 Leak,172365.25
3387,SMSC Emergency OR 6 Light Repl,6500.0
3388,ECHLG Nurse Station TV's,2772.0
3389,ECHLG ICU Hopper Replacement,2879.0
3390,ECHLG PACU Med Room Paint,907.0
3391,SCU Solar Kobalt Power Systems,134554.95
3393,ECHLG Fire Alarm Addition in M,17964.0
3394,MMH MT&CA,158698.0
3395,IHC 1333A Meridian OP Leak,670.0
3397,IHC Family Resource Center TI,937634.0
3398,IHC Behavioral Health Services,1145684.0
3399,IHC 2nd Flr Administrative Off,1214657.0
3401,ECHMV S.A. Heart Ctr Fremont,988.0
3402,DH T-Mobile and AT&T Assist,988.0
3403,LPCH 770 Welch 250 Casework Re,18184.0
3405,DH OR #2 Steris & Olympus Supp,2990.0
3406,DH Access Door at Admin,1309.0
3408,SCU Beach Volleyball Enclosure,17000.0
3409,ECHLG Ground Flr Decontam Sink,15515.0
3410,ECHMV OR Glove Boxes,988.0
3411,LPCH 1st Floor West Roof Leak,16590.0
3412,DH DECC Punch-List,17890.0
3413,DH Window Leak Repair,6662.0
3415,LPCH 777 Welch Roof Leak,29425.0
3416,LPCH Generator Yard Water Leak,23412.0
3417,Southland/Envise 3698 Haven Av,27165.0
3418,ECHLG L&D OR2 & Scrub Sink Are,33097.0
3419,ECHMV Outpatient Pharmacy Shel,988.0
3420,LPCH 730 Welch 2nd Floor Leak,3775.0
3421,ECHLG OR Storage F/R Plywood S,3018.0
3423,ECHMV 2660 Grant Rd Sign Insta,1548.0
3425,LPCH IFC Steam Line #2,43806.0
3427,SMSC Medivator Hot Water Press,26757.0
3428,DH SaniGlaze Support for OR's,63620.0
3429,ECHLG 340 Dardanelli Ln Drain,6835.0
3430,ECHLG Emergency Entrance Steps,5864.0
3431,ECHLG SPD Clean Assembly Rm,25494.0
3434,ECHMV Countertops Trash Chute,1189.0
3435,ECHLG Lavatory Storage Carts,356.0
3436,DH Covid Tent Set Up 2022,13564.0
3438,IHC 1530 Meridian Due Diligenc,12508.0
3439,LPCH 777 Welch Roof Replacemen,751098.0
3440,Dignity MSJ Surge Tent Fiber,12046.0
3441,IHC Forest Dental Sewer Backup,95197.0
3444,ECHMV New Main TV Replacement,3428.0
3446,ECHLG Med-Surg Staff Lounge Pl,22466.0
3447,ECHLG 700 W. Parr Suite 1,14652.0
3448,LPCH PACU Refresh,994529.0
3450,DH Generator Rm Elevated Slab,147139.0
3451,DH Frederick St. Boarding,12391.0
3452,ECHMV Willow Pavilion Ste 204,1461.0
3453,ECHMV BHS Shower Carriers Remo,700.0
3456,PAMF 15400 Los Gatos - Generat,5068.0
3459,ECHMV Med Gas Cage Concrete Pa,15884.0
3460,ECHMV Pharmacy Corrective Work,1183.0
3461,ECHLG MRI Trailer Misc.,1050.0
3462,ECHLG Plumbing Repairs Misc,15242.0
3463,LPCH 770 Welch #201 Rm 233 Lea,27076.0
3465,LPCH Acute Dialysis Leak,13451.0
3466,DH Solid Utility Plastic Barri,447.0
3467,SH Fremont Bldg 1-Generator,738084.46
3468,SH 4050 Dublin-Generator,1192529.29
3469,OR Corridor Project,40000.0
3470,LPCH OR Corridor Skylight Rep.,18807.0
3471,ECHLG Rem. Curb & Ins. Delin,4347.0
3472,Dignity Sequoia Birth Center,10885.0
3473,MMH- 809 Broadway Peds OSHPD-3,735540.0
3474,DH Helipad Shed Pad,14957.0
3475,IHC 1333 Meridian City of SJ,694.0
3476,ECHLG (32) Pyxis Anchoring & B,23347.0
3477,SMSC- PACU Emergency Nourishme,145226.0
3478,PAMF Permit Fees 2022,6462.89
3480,ECHMV Access Panels in Sobrato,5745.0
3481,IHC Forest 2nd Flr Hand Dryers,5996.0
3482,Dignity Corp Seq Hosp Teletra,99906.0
3484,Dignity Corp St Mary's Hosp Te,171720.0
3485,IHC 2039 Forest Leak Investiga,690.0
3486,SMSC Bldg Waterproofing Option,113363.0
3487,Swift RE 101 Utah San Francisc,1792483.0
3491,ECHMV BOP Inspection Report on,1990.0
3493,SMSC Humidifier Replacements,144372.0
3494,DH Decontamination Wall & Ceil,18669.0
3495,DH NICU Courtyard Waterwall Pu,982.0
3498,ECHLG Epoxy Coating in PH Boil,19129.0
3499,LPCH 730 Welch Chiller Repairs,5349.3
3500,ECHMV Antepartum Rms 16 -173 D,6565.0
3502,LPCH 730 Welch Rm 165 water in,17196.0
3503,PAMF 701 3rd flr - (2) ADO's U,41773.0
3505,MMH ED & Radiology Remodel,3585904.0
3506,DH Hazmat Shower,12423.0
3510,DH MDF Rm Cooling Replacement,473673.0
3511,SJMC IT Refresh,291675.0
3512,LPCH Room 1542 Leak,25725.0
3514,ECHLG Med/Surgery TV Replaceme,19310.0
3515,ECHLG Admin Infection Control,770.0
3516,ECHMV Community Benefit Office,557.0
3517,DH Central Sterile Sewer Line,80997.0
3518,DH Wellness Center Permit,4631.69
3519,DH Radiology Toilet Leak and D,5376.0
3520,LPCH GetWell TV Replacement P1,13268.0
3521,LPCH Corridor Outlets,109020.0
3522,LPCH 750 Welch Due Diligence,420215.0
3523,LPCH 770 Welch Due Diligence,317439.0
3524,DH OR 4 Steris Assist Video In,1975.0
3525,PAMF Dublin 4000 Ste 300 Secur,101865.29
3527,IHC Operator Relocation Projec,4427.0
3528,PAMF 701 Paver Repair WO 39597,12908.0
3532,ECHMV Melchor Ste 312 Misc,5226.0
3533,ECHMV Engineering Relocation A,1863.0
3536,IHC 1333 Meridian Monument Sig,5568.0
3537,Steris Sequoia OR #4 & #8 Ligh,169075.0
3538,DH OR Electrical-II,25179.0
3539,ECHMV Taube-Casework Install,36578.0
3540,ECHLG Sewer Line Investigation,27790.0
3541,PAMF 1301 Mission Light Pole R,2141.0
3542,ECHMV OR Storage Rm Conversion,44341.0
3543,DH Sterilizers Exhaust,944.0
3544,LPCH MD Lounge,374305.0
3547,ECHLG TJC LG Basement 2-Hr Cei,11259.0
3548,ECHMV Radiation Oncology Inter,363722.0
3549,IHC FMC Upgrade Backup Batteri,76356.0
3551,LPCH Brick Paver,769.0
3553,RMC Breakroom Refresh,298864.0
3554,PAMF 701 Cardio Consult Room,349258.66
3555,SMSC Emergency Drywall Patch,5225.0
3557,PAMF 701 Signage Lighting,70494.08
3561,ECHMV Pyxis Anchorage Plate In,3235.0
3562,ECHMV Main Rehab Gym 4A026 & W,3575.0
3563,DH Saniglaze Engineering Suppo,22643.0
3565,LPCH Door Repairs,37987.0
3566,SMSC Concrete @ Loading Dock 2,21600.0
3567,ECHMV Sobrato SVMD ENT Microsc,2224.0
3568,Rubrik Exterior Stucco Patch,1984.0
3569,DH ARU Courtyard Donor Sign Ba,0.0
3571,DH Flooring Containment in Fro,32203.0
3572,LPCH 4222 Overlook Door Repair,1237.0
3574,DH Fire Alarm Strobe Sync Corr,54999.0
3575,LPCH Leak L&D Room 1,45178.0
3576,SMSC Annex Bldg Room Ready,8256.0
3577,PAMF 795 - Replace (2) Endosco,78739.56
3581,ECHLG New Wall Mount Brackets,14017.0
3582,PAMF 701 SPD Replace (2) Washe,321203.91
3583,ECHLG Respiratory Therapy Remo,47763.0
3584,PAMF 795 Anchor Steris Sterili,2717.0
3585,ECHLG Removal of Bolts - Pharm,907.0
3586,DH Dietitian Office Remodel,73789.0
3587,Steris PAMF 701 MVC Equipment,5000.0
3589,ECHLG Door & Ramp Buildout to,9650.0
3590,ECHLG Endo Procedure Room Mods,14876.0
3591,LPCH Train Track IFC,4957.0
3592,ECHLG Sink Splash Guards,2231.0
3593,ECHLG Mother Baby Work Orders,1229.0
3596,DH Teletrac Monitors Brackets,687.0
3597,LPCH EF-107 Repairs,7453.0
3598,ECHMV 2008 Digital Display Pro,13570.0
3600,ECHMV WO#658294 Front Lobby Ca,825.0
3601,ECHMV WO#661298 Nutrition Trai,725.0
3607,ECHMV WO#659890 Replace Damage,575.0
3608,DH Cancer Center Pharmacy Seal,2713.0
3609,Aquatek Gate Repair,6729.0
3610,DH Escort AT&T to Roof,432.0
3611,PAMF 1301 Mission Light Pole R,8844.0
3613,LPCH Main Stair Glass,7132.0
3616,ECHMV Engineering Access Door,5774.0
3617,ECHMV Staff Locker and Break R,12105.0
3618,DH OR Flooring Containment,4845.0
3619,ECHMV WO #647294 Med Pyxis Upg,69528.0
3620,ECHLG Fluoroscopy Rm - Fire Pr,5574.0
3621,PAMF 401 Old SF MRI Trailer Pe,489.0
3625,ECHLG Hazmat Waste Line Repair,11401.0
3626,ECHLG Ambulance Entrance Irrig,7542.0
3629,DH Arch. Design for Furniture,3463.0
3630,DH Struc. Des. & Anchor. of Fu,4202.0
3631,ECH MV Pharm Tube Port Cover,8138.0
3634,LPCH Parking Storage Clean Up,6764.0
3635,ECHLG Pharmacy Miscellaneous,1905.0
3638,DH DECC Refinishing Furniture,3500.0
3640,ECH LG Ortho Expansion,29642.0
3641,SMSC Container Move,2500.0
3642,ECHLG Car Chargers,149712.48
3643,ECHMV IT TV Wall Mount,2272.0
3644,LPCH West 1530 Fish Tank Remov,23816.69
3647,ECHLG Women's OR Locker Rm Cur,3241.0
3648,ECHLG 777 Knowles Ste 9 Refres,16324.0
3653,LPCH Rm 184 Foot Pedal Leak,56266.0
3654,Dignity Corp SEQ IT Rem Pt. 2,174743.0
3655,LPCH West Fire Pump Replacemen,559198.26
3657,LPCH Mechanical Room Door Louv,15546.0
3658,DH ED Wall Finishes,1514.0
3659,ECHMV Point of Care Modificati,3031.0
3660,DH Dietary Office HVAC,117600.0
3661,RN Call Test Station - Sobrato,9975.0
3662,PAMF 301 Old SF Rd Linac Assis,50853.0
3663,"DH Radiology Abatement, Demo &",41759.0
3664,DH Radiology Phase 3 Breakout,105705.0
3665,ECHMV WO#670175 Administration,4766.0
3666,LPCH West 3612 Leak,37559.46
3668,LPCH West G853 FCU project,197012.0
3669,LPCH G401 Main Storage Shelves,7784.0
3670,ECHLG Giftshop Panic Button,1167.0
3671,LPCH Rooftop Gates - West Bldg,31845.0
3673,SMSC OR Water Damage,41974.0
3675,LPCH G858 Refresh,91599.0
3676,PAMF 795 Cabinet Reface,425791.66
3679,ECHLG Cancer Center Benches,5008.0
3681,SCU Electrical Enclosure Const,1024485.97
3682,PAMF Liberty Fertility Clinic,2670267.0
3683,LPCH Garage storage shelving,42188.0
3684,Cobalt Flat Work Infra for Fut,146163.0
3685,LPCH 730 Welch EV Chargers,213426.0
3686,LPCH 750 Welch EV Chargers,192351.0
3687,LPCH 725 Welch EV Chargers,632321.0
3688,ECHLG Misc Pothole Patching in,3321.0
3691,ECHMV Tripp Lite Power Strips,2626.0
3693,IHC Backup Battery Replacement,18173.0
3694,LPCH Main OR outlets,200000.0
3696,LPCH West Lobby Annunciator,3861.44
3697,LPCH Main Air Change REU,207274.0
3699,ECH LG Outdoor Signs,3642.0
3700,ECH MV Reloc. Patio Tables,2834.0
3701,ECH LG MAC Work Orders,2223.0
3702,ECHMV Auxiliary Recognition Bo,8401.0
3703,PAMF 701 Boiler room WO to anc,1156.0
3705,LPCH Security Camera Addition,4084.0
3706,ECHLG Wireless Access,6442.0
3707,ECHLG Ortho Rm 1015 HVAC Repla,14505.0
3708,ECHLG Cancer Ctr Sink Demo,8813.0
3709,Steris 795 El Camino Anchor St,2717.0
3710,PAMF Brentwood #140 & 160 Lobb,28013.0
3711,SMSC Fence Install at Backflow,3712.0
3712,ECHMV New Main 5 RN Call Upgra,91316.19
3714,LPCH 770 Welch Lobby card read,80000.0
3719,DH Saniglaze Radiology Dept Ba,8250.0
3722,ECHLG Fly A/C Install,10701.0
3723,SMSC 233 Wall Plumbing,1246.0
3724,MMH Medical Air Compressor Rep,261272.0
3725,SH Fremont MRI & CT Replacem,2696879.36
3726,PAMF Fremont Bld #1 CT & Temp,73000.0
3727,PAMF 701 E El Camino Handrail,7934.0
3730,ECHLG Sleep Ctr Reloc to OPSII,30392.0
3731,Swift RE Hellyer HVAC Repairs,805455.0
3735,PAMF 4053 LT Antioch UC Rm #3/,9945.0
3741,IHC 1333B Restore Breakroom,28119.0
3742,ECHLG SPD Move,4646.0
3743,"ECHMV WO#664832 Maini, 2A OR T",517.0
3745,MMH NPC-4D Evaluation,240000.0
3746,DH Cath Lab 2 Flooring Contain,2074.0
3749,DH Dietary Wall Protection,5422.0
3750,LPCH West Leak Room 3614,22689.6
3751,LPCH PACU Omni Cell Make-ready,45696.0
3753,LPCH MD Lounge Water Dmg Remed,2807.0
3754,DH Hybrid Rm Humidifier Ceilin,2438.0
3755,DH Pipe Freezes & Shutdown Wor,14210.0
3757,SMSC Sterile Corridor Door Fra,5342.0
3758,DH ARU Patio Leak,1172.0
3759,IHC Wellness Center Roof Leak,5504.0
3762,SCU Demo of Leavey Prkg Lot Li,46077.0
3763,DH Central Sterile Decon Flood,114549.0
3764,PAMF 795 Nuke Med Hot Lab,115504.0
3766,PAMF WO#477559 701 Window Repa,13477.0
3767,ECHLG Engineering Punchlist #4,49790.0
3768,Summers RMC Concrete Wall Infi,15454.0
3769,ECHLG Install Owner Supplied S,2151.0
3770,ECHLG PCO 08 Fire (Job 3000),69014.0
3772,PAMF 4050 Dublin Blvd Replace,11434.0
3773,ECHLG ED AntiLigature Faucet R,3201.0
3775,ECHLG PCO 5 Seismic (Job 3000),11117.0
3776,LPCH 3F Gym 3882 Motion Sensor,135079.0
3780,MMH Lab Analyzer Replacement,746575.96
3781,MMH ADOC Transaction Windows,23676.0
3782,IHC 1333 Mobile Clinic Van,71836.0
3783,DH Radiology Mgr's Office & Ul,1023.0
3784,SMSC Annex Building Cooling,14601.0
3785,SMSC Annex Building Epoxy Flr,4946.0
3786,SMSC Annex Building Auto Open,5850.0
3787,ECHMV Office Reconfig Director,5416.0
3788,PAMF Clean Up/Demo Watsonville,4848.0
3793,PAMF 2400 Samaritan Derm Light,623791.66
3794,ECHLG Room #1013 Air Handler,16149.0
3795,ECHLG Mother Baby Roof Access,7388.0
3796,ECHLG Data Pole 555 Knowles Bl,2401.0
3798,SMSC Deaerator Tank Replacemen,342810.0
3799,ECHMV Drop Box Recorder 662143,580.0
3800,ECHMV MBU Drawer #661851,580.0
3801,ECHMV MB Emesis Holders,5942.0
