company_no,receipt_document_no,receipt_no,receipt_date,receipt_amount,receipt_type,receipt_source,receipt_subtype,customer_no,invoice_no,line_no,applied_amount,job_no,job_description
1,12073,1786,2022-08-16,6825.33,I,C,,119,3549,1,6825.33,3397,IHC Family Resource Center TI
1,12028,1787,2022-08-16,8347.38,I,C,,119,3550,1,8347.38,3113,IHC 1118 Meridian Site/Infrast
1,387527,1784,2022-08-11,541.12,I,C,,115,3521,1,541.12,3478,PAMF Permit Fees 2022
1,EFT00427990,1785,2022-08-11,22628.83,I,C,,106,3537,1,16374.64,2918,ECHMV Pharmacy Compounding Rm
1,EFT00427990,1785,2022-08-11,22628.83,I,C,,106,3538,1,6254.19,2918,ECHMV Pharmacy Compounding Rm
1,387471,1782,2022-08-09,71286.9,I,C,,115,3519,1,30769.6,2540,701 - ASC - Nurse Call Replace
1,387471,1782,2022-08-09,71286.9,I,C,,115,3520,1,12908.0,3528,PAMF 701 Paver Repair WO 39597
1,387471,1782,2022-08-09,71286.9,I,C,,115,3527,1,6507.0,3240,PAMF 701 MVC Replace Cabinet
1,387471,1782,2022-08-09,71286.9,I,C,,115,3529,1,21102.3,3147,PAMF 3140 Fremont - Pharmacy -
1,1431578,1783,2022-08-09,442664.37,I,C,,104,2932,1,78958.17,1464,IT Remediation
1,1431578,1783,2022-08-09,442664.37,I,C,,104,3460,1,209158.2,3168,AZ GEN Hospitals IT Refresh
1,1431578,1783,2022-08-09,442664.37,I,C,,104,3474,1,154548.0,3484,Dignity Corp St Mary's Hosp Te
1,11986,1781,2022-08-08,4116.0,I,C,,119,3536,1,4116.0,3372,IHC 1333 Restroom Exhaust Fan
1,CASH,1780,2022-08-05,0.0,I,C,Y,167,3292,1,0.05,3338,LPCH 3604 Leak Remediation
1,CASH,1780,2022-08-05,0.0,I,C,Y,167,3570,1,-0.05,3338,LPCH 3604 Leak Remediation
1,EFT00422745,1777,2022-08-04,96264.76,I,C,,106,3511,1,562.0,3253,ECHMV Pharmacy Investigations
1,EFT00422745,1777,2022-08-04,96264.76,I,C,,106,3513,1,19310.0,3514,ECHLG Med/Surgery TV Replaceme
1,EFT00422745,1777,2022-08-04,96264.76,I,C,,106,3515,1,5226.0,3532,ECHMV Melchor Ste 312 Misc
1,EFT00422745,1777,2022-08-04,96264.76,I,C,,106,3533,1,3428.0,3444,ECHMV New Main TV Replacement
1,EFT00422745,1777,2022-08-04,96264.76,I,C,,106,3534,1,67738.76,2752,ECH MV SPD Equipment Replaceme
1,387416,1778,2022-08-04,7300.0,I,C,,115,3517,1,7300.0,2848,PAMF 4000 Dublin - 3rd Fl Infu
1,18275,1774,2022-08-02,422122.29,I,C,,191,3436,1,254010.89,2603,OCH SPD/2412 Remodel
1,18275,1774,2022-08-02,422122.29,I,C,,191,3437,1,168111.4,2603,OCH SPD/2412 Remodel
1,406896,1775,2022-08-02,183399.25,I,C,,167,3288,1,7259.0,3367,LPCH 750 Welch Window Repairs
1,406896,1775,2022-08-02,183399.25,I,C,,167,3289,1,172365.25,3386,LPCH 3514 Leak
1,406896,1775,2022-08-02,183399.25,I,C,,167,3453,1,3775.0,3420,LPCH 730 Welch 2nd Floor Leak
1,387361,1776,2022-08-02,19622.5,I,C,,115,3526,1,19622.5,3015,PAMF Clark Sports Med Xray Rep
1,CASH,1773,2022-07-31,0.01,I,C,Y,104,3484,1,5000.01,3569,DH ARU Courtyard Donor Sign Ba
1,CASH,1773,2022-07-31,0.01,I,C,Y,104,3485,1,-5000.0,3569,DH ARU Courtyard Donor Sign Ba
1,CASH,1769,2022-07-29,0.0,I,C,Y,104,3482,1,5000.0,3252,DH Foundation Door
1,CASH,1769,2022-07-29,0.0,I,C,Y,104,3483,1,-5000.0,3252,DH Foundation Door
1,12866214,1772,2022-07-29,352243.89,I,C,,144,2855,1,174144.83,2240,Pharmacy USP797/800
1,12866214,1772,2022-07-29,352243.89,I,C,,144,2938,1,178099.06,2240,Pharmacy USP797/800
1,387315,1766,2022-07-28,475583.1,I,C,,115,3308,1,219998.17,2026,PAMF 701 MVC Sterilizer Replac
1,387315,1766,2022-07-28,475583.1,I,C,,115,3320,1,51245.58,2540,701 - ASC - Nurse Call Replace
1,387315,1766,2022-07-28,475583.1,I,C,,115,3321,1,204339.35,2026,PAMF 701 MVC Sterilizer Replac
1,EFT00422224,1767,2022-07-28,17663.0,I,C,,106,3363,1,8496.0,2953,ECHLG Engineering Punchlist #2
1,EFT00422224,1767,2022-07-28,17663.0,I,C,,106,3364,1,9167.0,2953,ECHLG Engineering Punchlist #2
1,41677204,1762,2022-07-26,221178.29,I,C,,176,3444,1,221178.29,3145,RMC Kitchen Dish Room Flooring
1,387270,1763,2022-07-26,229434.15,I,C,,115,3296,1,225780.3,2026,PAMF 701 MVC Sterilizer Replac
1,387270,1763,2022-07-26,229434.15,I,C,,115,3323,1,3653.85,3478,PAMF Permit Fees 2022
1,406418,1764,2022-07-26,95006.41,I,C,,167,3328,1,21356.0,3463,LPCH 770 Welch #201 Rm 233 Lea
1,406418,1764,2022-07-26,95006.41,I,C,,167,3358,1,5720.0,3463,LPCH 770 Welch #201 Rm 233 Lea
1,406418,1764,2022-07-26,95006.41,I,C,,167,3481,1,7680.0,3502,LPCH 730 Welch Rm 165 water in
1,406418,1764,2022-07-26,95006.41,I,C,,167,3486,1,1237.0,3572,LPCH 4222 Overlook Door Repair
1,406418,1764,2022-07-26,95006.41,I,C,,167,3487,1,5212.0,3314,LPCH 1307 EVS Lockers D/B
1,406418,1764,2022-07-26,95006.41,I,C,,167,3488,1,53801.41,2135,LPCH Elevator Modernization
1,1428278,1765,2022-07-26,5012.1,I,C,,104,3491,1,5012.1,2940,Mercy San Juan Non-OSHPD IT Re
1,11876,1761,2022-07-25,603.5,I,C,,119,3510,1,603.5,2864,IHC Forest Temp Barrier
1,387209,1759,2022-07-21,13938.84,I,C,,115,3439,1,13938.84,2356,Brentwood Sinks STE #175
1,EFT00416955,1760,2022-07-21,60944.0,I,C,,106,3501,1,6565.0,3500,ECHMV Antepartum Rms 16 -173 D
1,EFT00416955,1760,2022-07-21,60944.0,I,C,,106,3503,1,22466.0,3446,ECHLG Med-Surg Staff Lounge Pl
1,EFT00416955,1760,2022-07-21,60944.0,I,C,,106,3504,1,20097.0,3049,ECHLG PACU Floor Base Replacem
1,EFT00416955,1760,2022-07-21,60944.0,I,C,,106,3506,1,11259.0,3547,ECHLG TJC LG Basement 2-Hr Cei
1,EFT00416955,1760,2022-07-21,60944.0,I,C,,106,3507,1,557.0,3516,ECHMV Community Benefit Office
1,1426431,1757,2022-07-19,132385.95,I,C,,104,3470,1,132385.95,2941,Woodland Non-OSHPD IT Refresh
1,387162,1758,2022-07-19,18083.62,I,C,,115,3316,1,18083.62,2520,701 MV SPD Soiled Scope Sink R
1,,1755,2022-07-18,245744.1,I,C,,212,3449,1,245744.1,3306,SHC ERCP Rms 4 & 5 Upgrade
1,12861594,1756,2022-07-18,211898.38,I,C,,152,3430,1,17528.02,3344,SLRH Joint Commission T.I.
1,12861594,1756,2022-07-18,211898.38,I,C,,152,3431,1,13991.53,3345,SLRH Joint Comm. 7 Auto Doors
1,12861594,1756,2022-07-18,211898.38,I,C,,152,3432,1,9082.64,3346,SLRH Sterilizer Replacement
1,12861594,1756,2022-07-18,211898.38,I,C,,152,3433,1,132248.82,3362,SLRH Pharmacy Upgrades
1,12861594,1756,2022-07-18,211898.38,I,C,,152,3435,1,39047.37,3342,SLRH CT Scan Replacement
1,EFT00416297,1754,2022-07-14,40149.0,I,C,,106,3478,1,13216.0,3364,ECHMV 2A308/309 OR Floor Repla
1,EFT00416297,1754,2022-07-14,40149.0,I,C,,106,3479,1,24943.0,3230,ECHMV New Main Gift Shop Modif
1,EFT00416297,1754,2022-07-14,40149.0,I,C,,106,3480,1,1990.0,3491,ECHMV BOP Inspection Report on
1,405644,1751,2022-07-11,14376.0,I,C,,167,3302,1,14376.0,2949,LPCH 750 Welch Road Refresh Pr
1,405850,1752,2022-07-11,16149.5,I,C,,167,3295,1,6633.5,2819,LPCH 770 Welch Pulmonary HVAC
1,405850,1752,2022-07-11,16149.5,I,C,,167,3454,1,9516.0,3502,LPCH 730 Welch Rm 165 water in
1,12859346,1750,2022-07-06,18596.19,I,C,,144,2973,1,18596.19,2240,Pharmacy USP797/800
1,386965,1747,2022-07-05,6807.93,I,C,,115,3201,1,1181.23,3026,PAMF 2021 Permit Fees
1,386965,1747,2022-07-05,6807.93,I,C,,115,3455,1,5626.7,3220,SMSC Replace Blow Down Tank
1,1423536,1748,2022-07-05,420316.57,I,C,,104,3446,1,124562.0,3365,DH Re-Roof Packages
1,1423536,1748,2022-07-05,420316.57,I,C,,104,3447,1,116755.0,3510,DH MDF Rm Cooling Replacement
1,1423536,1748,2022-07-05,420316.57,I,C,,104,3448,1,80997.0,3517,DH Central Sterile Sewer Line
1,1423536,1748,2022-07-05,420316.57,I,C,,104,3450,1,98002.57,2941,Woodland Non-OSHPD IT Refresh
1,EFT00410783,1745,2022-07-01,49669.0,I,C,,106,3461,1,1863.0,3533,ECHMV Engineering Relocation A
1,EFT00410783,1745,2022-07-01,49669.0,I,C,,106,3463,1,770.0,3515,ECHLG Admin Infection Control
1,EFT00410783,1745,2022-07-01,49669.0,I,C,,106,3464,1,356.0,3435,ECHLG Lavatory Storage Carts
1,EFT00410783,1745,2022-07-01,49669.0,I,C,,106,3465,1,36578.0,3539,ECHMV Taube-Casework Install
1,EFT00410783,1745,2022-07-01,49669.0,I,C,,106,3467,1,10102.0,3337,ECHMV Neptune Docking Station
1,11697,1746,2022-07-01,44208.91,I,C,,119,3468,1,44208.91,3113,IHC 1118 Meridian Site/Infrast
1,1421977,1744,2022-06-28,86170.4,I,C,,104,3405,1,63620.0,3428,DH SaniGlaze Support for OR's
1,1421977,1744,2022-06-28,86170.4,I,C,,104,3426,1,22550.4,2940,Mercy San Juan Non-OSHPD IT Re
1,10261,1741,2022-06-27,4922.0,I,C,,206,3334,1,4922.0,3146,SSG SCU Abby Sobrato Mall Boll
1,088773814,1742,2022-06-27,44629.0,I,C,,200,3265,1,44629.0,3309,Fremont Joint Commission Repai
1,405369,1743,2022-06-27,25725.0,I,C,,167,3443,1,25725.0,3512,LPCH Room 1542 Leak
1,EFT00405442,1740,2022-06-23,2409.16,I,C,,106,3451,1,2409.16,2869,ECHMV Building 3 ADA Ramp
1,386744,1738,2022-06-21,259351.06,I,C,,115,3239,1,37600.67,2540,701 - ASC - Nurse Call Replace
1,386744,1738,2022-06-21,259351.06,I,C,,115,3414,1,188080.15,2540,701 - ASC - Nurse Call Replace
1,386744,1738,2022-06-21,259351.06,I,C,,115,3440,1,5150.95,2729,PAMF 795 El Camino 3 Flr X-ray
1,386744,1738,2022-06-21,259351.06,I,C,,115,3441,1,28519.29,2793,"PAMF Fremont Liberty, Ste 420"
1,1420086,1739,2022-06-21,77616.0,I,C,,104,3406,1,13564.0,3436,DH Covid Tent Set Up 2022
1,1420086,1739,2022-06-21,77616.0,I,C,,104,3407,1,14957.0,3474,DH Helipad Shed Pad
1,1420086,1739,2022-06-21,77616.0,I,C,,104,3411,1,7551.0,3183,DH DECC Exhaust Fan
1,1420086,1739,2022-06-21,77616.0,I,C,,104,3412,1,6662.0,3413,DH Window Leak Repair
1,1420086,1739,2022-06-21,77616.0,I,C,,104,3416,1,17890.0,3412,DH DECC Punch-List
1,1420086,1739,2022-06-21,77616.0,I,C,,104,3417,1,4335.0,3186,DH ED Reading Rm X-Ray Reading
1,1420086,1739,2022-06-21,77616.0,I,C,,104,3418,1,2767.0,3312,DH Admin Office Paint
1,1420086,1739,2022-06-21,77616.0,I,C,,104,3419,1,1564.0,3354,DH DECC Fire Alarm
1,1420086,1739,2022-06-21,77616.0,I,C,,104,3420,1,988.0,3402,DH T-Mobile and AT&T Assist
1,1420086,1739,2022-06-21,77616.0,I,C,,104,3421,1,2990.0,3405,DH OR #2 Steris & Olympus Supp
1,1420086,1739,2022-06-21,77616.0,I,C,,104,3422,1,944.0,3543,DH Sterilizers Exhaust
1,1420086,1739,2022-06-21,77616.0,I,C,,104,3423,1,447.0,3466,DH Solid Utility Plastic Barri
1,1420086,1739,2022-06-21,77616.0,I,C,,104,3424,1,982.0,3495,DH NICU Courtyard Waterwall Pu
1,1420086,1739,2022-06-21,77616.0,I,C,,104,3425,1,1975.0,3524,DH OR 4 Steris Assist Video In
1,EFT00405025,1737,2022-06-16,700.0,I,C,,106,3410,1,700.0,3453,ECHMV BHS Shower Carriers Remo
1,386631,1735,2022-06-14,41225.0,I,C,,115,3343,1,41225.0,2793,"PAMF Fremont Liberty, Ste 420"
1,1418364,1736,2022-06-14,794784.4,I,C,,104,3225,1,25179.48,2940,Mercy San Juan Non-OSHPD IT Re
1,1418364,1736,2022-06-14,794784.4,I,C,,104,3226,1,18285.88,2941,Woodland Non-OSHPD IT Refresh
1,1418364,1736,2022-06-14,794784.4,I,C,,104,3331,1,65054.01,3320,DH Wellness Center 2nd Floor
1,1418364,1736,2022-06-14,794784.4,I,C,,104,3369,1,10684.0,2982,DH UPS for Hybrid OR Philips E
1,1418364,1736,2022-06-14,794784.4,I,C,,104,3370,1,43334.86,3063,DH Cath Lab 1 Remodel
1,1418364,1736,2022-06-14,794784.4,I,C,,104,3372,1,90889.3,3063,DH Cath Lab 1 Remodel
1,1418364,1736,2022-06-14,794784.4,I,C,,104,3375,1,109504.02,1805,Fire Alarm Upgrade
1,1418364,1736,2022-06-14,794784.4,I,C,,104,3382,1,62406.0,3450,DH Generator Rm Elevated Slab
1,1418364,1736,2022-06-14,794784.4,I,C,,104,3383,1,3083.1,2966,DH OR #2 Light Replacement
1,1418364,1736,2022-06-14,794784.4,I,C,,104,3385,1,78849.9,3287,DH (7) Nurse Station Monitors
1,1418364,1736,2022-06-14,794784.4,I,C,,104,3386,1,8761.1,3287,DH (7) Nurse Station Monitors
1,1418364,1736,2022-06-14,794784.4,I,C,,104,3388,1,6934.0,3450,DH Generator Rm Elevated Slab
1,1418364,1736,2022-06-14,794784.4,I,C,,104,3389,1,43057.35,3177,DH Hematology Analyzer
1,1418364,1736,2022-06-14,794784.4,I,C,,104,3391,1,7592.4,3177,DH Hematology Analyzer
1,1418364,1736,2022-06-14,794784.4,I,C,,104,3392,1,18669.0,3494,DH Decontamination Wall & Ceil
1,1418364,1736,2022-06-14,794784.4,I,C,,104,3394,1,202500.0,1517,DH Radiology Remodel - CT1&2
1,10222,1734,2022-06-13,44298.0,I,C,,206,3333,1,44298.0,3146,SSG SCU Abby Sobrato Mall Boll
1,11424,1731,2022-06-10,95197.0,I,C,,119,3367,1,95197.0,3441,IHC Forest Dental Sewer Backup
1,11441,1732,2022-06-10,4427.0,I,C,,119,3365,1,4427.0,3527,IHC Operator Relocation Projec
1,11486,1733,2022-06-10,694.0,I,C,,119,3409,1,694.0,3475,IHC 1333 Meridian City of SJ
1,EFT00399820,1730,2022-06-09,31096.0,I,C,,106,3366,1,3229.0,3185,ECHLG Pathology Remodel Ceilin
1,EFT00399820,1730,2022-06-09,31096.0,I,C,,106,3395,1,1183.0,3460,ECHMV Pharmacy Corrective Work
1,EFT00399820,1730,2022-06-09,31096.0,I,C,,106,3396,1,3018.0,3421,ECHLG OR Storage F/R Plywood S
1,EFT00399820,1730,2022-06-09,31096.0,I,C,,106,3397,1,3825.0,3257,ECHLG NICU Wall Accessory Mod.
1,EFT00399820,1730,2022-06-09,31096.0,I,C,,106,3398,1,907.0,3390,ECHLG PACU Med Room Paint
1,EFT00399820,1730,2022-06-09,31096.0,I,C,,106,3399,1,5912.0,3462,ECHLG Plumbing Repairs Misc
1,EFT00399820,1730,2022-06-09,31096.0,I,C,,106,3400,1,2879.0,3389,ECHLG ICU Hopper Replacement
1,EFT00399820,1730,2022-06-09,31096.0,I,C,,106,3401,1,1050.0,3461,ECHLG MRI Trailer Misc.
1,EFT00399820,1730,2022-06-09,31096.0,I,C,,106,3402,1,4746.0,3322,ECHLG Main Miscellaneous
1,EFT00399820,1730,2022-06-09,31096.0,I,C,,106,3403,1,4347.0,3471,ECHLG Rem. Curb & Ins. Delin
1,404209,1728,2022-06-08,3696.0,I,C,,167,3255,1,3696.0,3385,LPCH 750/770 Welch Wheel Stops
1,386351,1726,2022-05-26,101847.23,I,C,,115,3241,1,101847.23,2215,PAMF 795 Radiology Oncology CT
1,403591,1727,2022-05-26,57172.51,I,C,,167,3344,1,18496.3,2135,LPCH Elevator Modernization
1,403591,1727,2022-05-26,57172.51,I,C,,167,3345,1,5017.46,2968,LPCH CVOR Study
1,403591,1727,2022-05-26,57172.51,I,C,,167,3350,1,30579.75,3314,LPCH 1307 EVS Lockers D/B
1,403591,1727,2022-05-26,57172.51,I,C,,167,3359,1,3079.0,3403,LPCH 770 Welch 250 Casework Re
1,386261,1724,2022-05-24,108750.35,I,C,,115,3317,1,13486.05,2356,Brentwood Sinks STE #175
1,386261,1724,2022-05-24,108750.35,I,C,,115,3351,1,22536.45,2670,PAMF 550 Watsonville Generator
1,386261,1724,2022-05-24,108750.35,I,C,,115,3353,1,72727.85,2669,PAMF 7600 Aptos Generator Inst
1,1413453,1725,2022-05-24,185845.25,I,C,,104,3329,1,4631.69,3518,DH Wellness Center Permit
1,1413453,1725,2022-05-24,185845.25,I,C,,104,3355,1,17968.5,2940,Mercy San Juan Non-OSHPD IT Re
1,1413453,1725,2022-05-24,185845.25,I,C,,104,3356,1,163245.06,2941,Woodland Non-OSHPD IT Refresh
1,386261,2085,2022-05-24,108750.35,I,C,,115,3317,1,13486.05,2356,Brentwood Sinks STE #175
1,386261,2085,2022-05-24,108750.35,I,C,,115,3351,1,22536.45,2670,PAMF 550 Watsonville Generator
1,386261,2085,2022-05-24,108750.35,I,C,,115,3353,1,65455.06,2669,PAMF 7600 Aptos Generator Inst
1,386261,2085,2022-05-24,108750.35,I,C,,115,4331,1,7272.79,2669,PAMF 7600 Aptos Generator Inst
1,EFT00393557,1723,2022-05-19,79064.02,I,C,,106,3354,1,26877.82,3040,ECHLG L&D OR Light Replacement
1,EFT00393557,1723,2022-05-19,79064.02,I,C,,106,3360,1,9330.0,3462,ECHLG Plumbing Repairs Misc
1,EFT00393557,1723,2022-05-19,79064.02,I,C,,106,3361,1,42856.2,2869,ECHMV Building 3 ADA Ramp
1,1411715,1722,2022-05-17,31026.99,I,C,,104,3332,1,13324.73,2635,DH East Cliff Drive Wellness C
1,1411715,1722,2022-05-17,31026.99,I,C,,104,3340,1,17702.26,2859,DH OR 4 Light Replacement
1,EFT00388202,1720,2022-05-12,15515.0,I,C,,106,3339,1,15515.0,3409,ECHLG Ground Flr Decontam Sink
1,1410117,1719,2022-05-10,782083.76,I,C,,104,3303,1,30839.36,2940,Mercy San Juan Non-OSHPD IT Re
1,1410117,1719,2022-05-10,782083.76,I,C,,104,3337,1,751244.4,3168,AZ GEN Hospitals IT Refresh
1,41167028,1718,2022-05-09,163032.16,I,C,,176,3322,1,163032.16,3145,RMC Kitchen Dish Room Flooring
1,EFT00387706,1717,2022-05-06,25952.0,I,C,,106,3325,1,16109.0,3498,ECHLG Epoxy Coating in PH Boil
1,EFT00387706,1717,2022-05-06,25952.0,I,C,,106,3336,1,9843.0,3204,ECHMV Lot 1B Physician Parking
1,385924,1716,2022-05-04,2500.0,I,C,,115,3324,1,2500.0,3112,PAMF 2980 El Rancho Dr - Scott
1,11169,1714,2022-05-03,7602.3,I,C,,119,3341,1,7602.3,3113,IHC 1118 Meridian Site/Infrast
1,11199,1715,2022-05-03,1755.0,I,C,,119,3342,1,1755.0,2311,IHC Meridian Signage
1,41121651,1713,2022-04-29,12582.01,I,C,,143,3305,1,12582.01,2970,GSH Hot Water Valve Replacemen
1,EFT00382539,1711,2022-04-28,14652.0,I,C,,106,3330,1,14652.0,3447,ECHLG 700 W. Parr Suite 1
1,385871,1712,2022-04-28,9754.0,I,C,,115,3315,1,881.35,2520,701 MV SPD Soiled Scope Sink R
1,385871,1712,2022-04-28,9754.0,I,C,,115,3318,1,8872.65,2729,PAMF 795 El Camino 3 Flr X-ray
1,402366,1708,2022-04-26,88952.0,I,C,,167,3297,1,13451.0,3465,LPCH Acute Dialysis Leak
1,402366,1708,2022-04-26,88952.0,I,C,,167,3298,1,43806.0,3425,LPCH IFC Steam Line #2
1,402366,1708,2022-04-26,88952.0,I,C,,167,3299,1,16590.0,3411,LPCH 1st Floor West Roof Leak
1,402366,1708,2022-04-26,88952.0,I,C,,167,3307,1,15105.0,3403,LPCH 770 Welch 250 Casework Re
1,1407066,1710,2022-04-26,59431.27,I,C,,104,3306,1,59431.27,2941,Woodland Non-OSHPD IT Refresh
1,11131,1707,2022-04-25,6903.14,I,C,,119,3326,1,6903.14,3113,IHC 1118 Meridian Site/Infrast
1,385734,1705,2022-04-21,52407.29,I,C,,115,3184,1,52407.29,2366,Fremont Negative Pressure Room
1,12830294,1703,2022-04-19,60200.35,I,C,,144,3051,1,60200.35,2239,Elevator Modernization
1,12832825,1704,2022-04-19,27489.82,I,C,,144,3138,1,27489.82,2239,Elevator Modernization
1,EFT00376632,1698,2022-04-15,39415.0,I,C,,106,3300,1,859.0,3371,ECHMV MAC #623067 Install 3 Ta
1,EFT00376632,1698,2022-04-15,39415.0,I,C,,106,3301,1,15884.0,3459,ECHMV Med Gas Cage Concrete Pa
1,EFT00376632,1698,2022-04-15,39415.0,I,C,,106,3335,1,22672.0,3217,ECHMV Outdoor Pipe Repair
1,401677,1699,2022-04-15,90508.87,I,C,,167,3291,1,73608.07,3338,LPCH 3604 Leak Remediation
1,401677,1699,2022-04-15,90508.87,I,C,,167,3292,1,16900.8,3338,LPCH 3604 Leak Remediation
1,41042781,1700,2022-04-15,205865.96,I,C,,176,3284,1,205865.96,3145,RMC Kitchen Dish Room Flooring
1,1403405,1697,2022-04-13,284246.1,I,C,,104,3290,1,284246.1,3168,AZ GEN Hospitals IT Refresh
1,401429,1696,2022-04-08,16550.0,I,C,,167,3285,1,16550.0,2949,LPCH 750 Welch Road Refresh Pr
1,1401998,1695,2022-04-06,78402.52,I,C,,104,3279,1,57795.0,3374,DH Pharmacy Water Damage IC
1,1401998,1695,2022-04-06,78402.52,I,C,,104,3282,1,20607.52,2940,Mercy San Juan Non-OSHPD IT Re
1,40949872,1693,2022-04-05,30617.33,I,C,,143,3281,1,30617.33,2970,GSH Hot Water Valve Replacemen
1,400523,1694,2022-04-05,43261.87,I,C,,167,3280,1,43261.87,2135,LPCH Elevator Modernization
1,,1692,2022-04-01,9138.0,I,C,,106,3286,1,9138.0,3266,ECHMV 125 South Dr Misc Assist
1,17602,1691,2022-03-31,384756.86,I,C,,191,2761,1,156500.85,2603,OCH SPD/2412 Remodel
1,17602,1691,2022-03-31,384756.86,I,C,,191,2854,1,118472.93,2603,OCH SPD/2412 Remodel
1,17602,1691,2022-03-31,384756.86,I,C,,191,2934,1,109783.08,2603,OCH SPD/2412 Remodel
1,,1690,2022-03-30,213687.83,I,C,,104,3277,1,66960.74,2859,DH OR 4 Light Replacement
1,,1690,2022-03-30,213687.83,I,C,,104,3283,1,146727.09,2941,Woodland Non-OSHPD IT Refresh
1,,1689,2022-03-25,3109.0,I,C,,106,3276,1,3109.0,3361,ECHMV Removal of Lab Eqt Seism
1,1398636,1688,2022-03-23,505008.35,I,C,,104,3249,1,406524.6,3168,AZ GEN Hospitals IT Refresh
1,1398636,1688,2022-03-23,505008.35,I,C,,104,3262,1,31075.0,3303,DH Cath Lab Waste Lines
1,1398636,1688,2022-03-23,505008.35,I,C,,104,3263,1,12391.0,3451,DH Frederick St. Boarding
1,1398636,1688,2022-03-23,505008.35,I,C,,104,3266,1,25271.25,3177,DH Hematology Analyzer
1,1398636,1688,2022-03-23,505008.35,I,C,,104,3268,1,29746.5,3274,DH Mobile MRI Trailer Installa
1,400166,1687,2022-03-21,53328.0,I,C,,167,3274,1,7995.0,3034,LPCH Door Devices
1,400166,1687,2022-03-21,53328.0,I,C,,167,3275,1,15908.0,3308,LPCH TSO in G401 Storage
1,400166,1687,2022-03-21,53328.0,I,C,,167,3278,1,29425.0,3415,LPCH 777 Welch Roof Leak
1,EFT00365371,1685,2022-03-18,575.0,I,C,,106,3270,1,575.0,3363,ECHMV WO# 643719 3B Central Mo
1,385128,1683,2022-03-17,7399.45,I,C,,115,3193,1,5658.8,2737,PAMF 1320 El Cap Ste 300 Danvi
1,385128,1683,2022-03-17,7399.45,I,C,,115,3200,1,1740.65,3026,PAMF 2021 Permit Fees
1,088756949,1684,2022-03-17,53985.0,I,C,,200,3108,1,48586.5,3010,Fremont Hosp 3rd Floor Shower
1,088756949,1684,2022-03-17,53985.0,I,C,,200,3133,1,5398.5,3010,Fremont Hosp 3rd Floor Shower
1,1396861,1682,2022-03-16,4036.0,I,C,,104,3272,1,4036.0,3323,DH AHU 6 Roof Leak
1,399410,1680,2022-03-14,7487.3,I,C,,167,3248,1,165.4,2949,LPCH 750 Welch Road Refresh Pr
1,399410,1680,2022-03-14,7487.3,I,C,,167,3256,1,7321.9,2949,LPCH 750 Welch Road Refresh Pr
1,12823949,1681,2022-03-14,6891.09,I,C,,144,2971,1,6891.09,2239,Elevator Modernization
1,,1679,2022-03-11,11821.0,I,C,,106,3269,1,11821.0,3378,ECHLG Blood Gas Lab Casework &
1,384998,1678,2022-03-10,50640.3,I,C,,115,3267,1,50640.3,3220,SMSC Replace Blow Down Tank
1,1395114,1675,2022-03-09,287288.06,I,C,,104,3231,1,261719.06,3063,DH Cath Lab 1 Remodel
1,1395114,1675,2022-03-09,287288.06,I,C,,104,3232,1,17299.0,3333,DH DECC Building Painting
1,1395114,1675,2022-03-09,287288.06,I,C,,104,3258,1,8270.0,3368,DH GEN1 Room Concrete Spalling
1,313934,1672,2022-03-08,17250.0,I,C,,115,3259,1,17250.0,3381,SMSC Concrete at Loading Dock
1,399166,1673,2022-03-08,15257.58,I,C,,167,3223,1,720.58,2949,LPCH 750 Welch Road Refresh Pr
1,399166,1673,2022-03-08,15257.58,I,C,,167,3224,1,14537.0,2949,LPCH 750 Welch Road Refresh Pr
1,,1671,2022-03-04,37912.0,I,C,,106,3251,1,988.0,3419,ECHMV Outpatient Pharmacy Shel
1,,1671,2022-03-04,37912.0,I,C,,106,3252,1,1189.0,3434,ECHMV Countertops Trash Chute
1,,1671,2022-03-04,37912.0,I,C,,106,3253,1,1548.0,3423,ECHMV 2660 Grant Rd Sign Insta
1,,1671,2022-03-04,37912.0,I,C,,106,3254,1,26133.0,3331,ECHMV Remove (E) Bio Safety H
1,,1671,2022-03-04,37912.0,I,C,,106,3257,1,1219.0,3256,ECHLG OR Wall Repairs
1,,1671,2022-03-04,37912.0,I,C,,106,3261,1,6835.0,3429,ECHLG 340 Dardanelli Ln Drain
1,384892,1670,2022-03-03,13973.44,I,C,,115,3192,1,11489.4,2737,PAMF 1320 El Cap Ste 300 Danvi
1,384892,1670,2022-03-03,13973.44,I,C,,115,3212,1,2484.04,2268,2581 Samaritan - Cryo Storage
1,1393562,1669,2022-03-02,13355.0,I,C,,104,3233,1,1309.0,3406,DH Access Door at Admin
1,1393562,1669,2022-03-02,13355.0,I,C,,104,3238,1,12046.0,3440,Dignity MSJ Surge Tent Fiber
1,069465,1667,2022-02-28,5609.3,B,C,,195,3030,1,5609.3,2913,OCM - LPCH Refrigeration Proje
1,40720525,1668,2022-02-28,77403.86,I,C,,143,3227,1,77403.86,2970,GSH Hot Water Valve Replacemen
1,EFT00359308,1664,2022-02-25,26058.0,I,C,,106,3218,1,5864.0,3430,ECHLG Emergency Entrance Steps
1,EFT00359308,1664,2022-02-25,26058.0,I,C,,106,3237,1,11205.0,3358,ECHMV WO# 638144 Removal of Sc
